Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"BIA, Nicki Minaj",WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],2021-07-09,229601,https://open.spotify.com/track/67G6iaOw8DZqp1z8STR89R
Formation,Beyoncé,Lemonade,2016-04-23,206080,https://open.spotify.com/track/6g0Orsxv6glTJCt4cHsRsQ
WEEDKILLER,Ashnikko,WEEDKILLER,2023-04-06,126189,https://open.spotify.com/track/4c5LGEwgEEgL8VlNeeBCL8
Big Ole Freak,Megan Thee Stallion,Tina Snow,2018-12-21,214850,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
Running Up That Hill,"Bombs Away, Reigan",Running Up That Hill,2022-06-10,164745,https://open.spotify.com/track/6k3q5dxWoip5EvfkfqHXAS
My Type (feat. City Girls & Jhené Aiko) - Remix,"Saweetie, Jhené Aiko, City Girls",My Type (feat. City Girls & Jhené Aiko) [Remix],2019-08-23,172313,https://open.spotify.com/track/5LTdRSQOg63EazLbKZbWn2
Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),2023-04-14,172125,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV
Rude Boy,AZ2A,Rude Boy,2019-07-12,159573,https://open.spotify.com/track/25eqvo98PrVPYkT7pT5oka
DOPE,Jessie Reyez,BEFORE LOVE CAME TO KILL US,2020-03-27,157533,https://open.spotify.com/track/5e1XbU08FpBzNaK1XdKyvu
Temperature,Sean Paul,The Trinity,2005-09-27,218573,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT
MEGATRON,Nicki Minaj,MEGATRON,2019-06-21,190746,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
Pose (feat. Megan Thee Stallion & Lil Uzi Vert),"Yo Gotti, Megan Thee Stallion, Lil Uzi Vert",Pose (feat. Megan Thee Stallion & Lil Uzi Vert),2019-10-18,226038,https://open.spotify.com/track/57ciWTOKgrXVBxktMJyUB1
Me And My Girlfriend,Makaveli,The Don Killuminati: The 7 Day Theory,2005-03-08,308266,https://open.spotify.com/track/4lKCEA3JCKern2HNh5uX9I
I Don't Fuck With You,"Big Sean, E-40",Dark Sky Paradise,2015-02-23,284386,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA
The Motto,"Drake, Lil Wayne",Take Care (Deluxe),2011-11-15,181573,https://open.spotify.com/track/4Kz4RdRCceaA9VgTqBhBfa
How Deep Is Your Love,"Calvin Harris, Disciples",How Deep Is Your Love,2015-07-17,212640,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),2022-09-22,156943,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
The Motto,"Tiësto, Ava Max",The Motto,2021-11-04,164818,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli xcx, Saweetie",OUT OUT (feat. Charli XCX & Saweetie),2021-08-13,162603,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
Gimme! Gimme! Gimme! (A Man After Midnight),"Masove, Brendan Mills, Niteblue, Tess Burrstone",Gimme! Gimme! Gimme! (A Man After Midnight),2022-12-01,135483,https://open.spotify.com/track/3jj5ZZ87UphCM0FmZzarpn
Fancy,"Iggy Azalea, Charli xcx",The New Classic (Deluxe Version),2014-01-01,199938,https://open.spotify.com/track/3W3KtDwAIg3mAruSpnfG3Q
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,109750,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,2014-11-10,192560,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
Players,Coi Leray,Players,2022-11-30,139560,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),2020-08-07,187541,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
Area Codes,Kaliii,Area Codes,2023-03-17,139325,https://open.spotify.com/track/7sliFe6W30tPBPh6dvZsIH
Tap In,Saweetie,Tap In,2020-06-17,139413,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,2015-03-26,219305,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq
Do It Again,"Pia Mia, Chris Brown, Tyga",Do It Again,2015-05-04,207746,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
Sexy Bitch (feat. Akon),"David Guetta, Akon",One More Love,2010-11-22,195853,https://open.spotify.com/track/127uq83uGFapbddqiMUKky
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),2021-01-07,155883,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2019-02-08,190440,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
Toxic Pony,"ALTÉGO, Britney Spears, Ginuwine",Toxic Pony,2022-01-21,198041,https://open.spotify.com/track/6QHXcb0eFwOKZOZ9bOFmxm
What Is Love,"Braaheim, Maoam",What Is Love,2023-01-19,144468,https://open.spotify.com/track/7yo146pW80pD8AtOdJjTcY
Big Energy,Latto,Big Energy,2021-09-24,173182,https://open.spotify.com/track/6Zu3aw7FfjAF9WA0fA81Oq
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,181026,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
Up,Cardi B,Up (Instrumental),2021-02-04,156944,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
Feeling Myself,"Nicki Minaj, Beyoncé",The Pinkprint (Deluxe),2014-12-15,237840,https://open.spotify.com/track/5fyIGoaaKelzdyW8ELhYJZ
Partition,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,319466,https://open.spotify.com/track/5hgnY0mVcVetszbb85qeDg
Thot Shit,Megan Thee Stallion,Something for Thee Hotties,2021-10-29,184634,https://open.spotify.com/track/7FdmHr87G79PDRGy9SPBkZ
Press,Cardi B,Press,2019-05-31,143791,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv
Bodak Yellow,Cardi B,Invasion of Privacy,2018-04-06,223712,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
Girls in the Hood,Megan Thee Stallion,Good News,2020-11-20,154389,https://open.spotify.com/track/7yiSvALPjMrBLDDrbcDRNy
Only,"Nicki Minaj, Drake, Lil Wayne, Chris Brown",The Pinkprint (Deluxe),2014-12-15,312026,https://open.spotify.com/track/4MRT0dDbhqFKl67WzhUbSw
Did It On’em,Nicki Minaj,Pink Friday,2010-01-01,212346,https://open.spotify.com/track/6Slt6WiWnriaqCb8xXb2ZT
Super Bass,Nicki Minaj,Pink Friday (Complete Edition),2010-11-22,200013,https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel
L.A.LOVE (la la) [feat. YG],"Fergie, YG",Double Dutchess,2017-09-22,211512,https://open.spotify.com/track/5h2nC1QYVpK0AJra70Ja3p
Bitch Better Have My Money,"Rihanna, Michael Woods",Bitch Better Have My Money (Michael Woods Remix),2015-05-03,264333,https://open.spotify.com/track/6BnZgvbBofmZchwWgRXpH5
ICY GRL (feat. Kehlani) - Bae Mix,"Saweetie, Kehlani",ICY GRL (feat. Kehlani) [Bae Mix],2018-04-28,148117,https://open.spotify.com/track/6MP5WAK2U7gKWldflqhPCr
"My Neck, My Back (Lick It)",Khia,Thug Misses (Digitally Remastered),2015-05-05,222560,https://open.spotify.com/track/5r29mFrurlVBbqJzjr2XW6
Captain Hook,Megan Thee Stallion,Suga,2020-03-06,176749,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI
Come Get Her,Rae Sremmurd,SremmLife,2015-01-06,212946,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
Flamin’ Hottie,Megan Thee Stallion,Flamin’ Hottie,2022-02-04,108493,https://open.spotify.com/track/3ZJmjmUTRCBA3UjNbFU5Ui
Gas Pedal,"Sage The Gemini, Iamsu!",Remember Me,2014-03-25,208160,https://open.spotify.com/track/1UMKquW1olreYO1LlLmTqi
Bongos (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",Bongos (feat. Megan Thee Stallion),2023-09-08,175099,https://open.spotify.com/track/4YQImHflXSiIMXntcwPkx8
Fitness,Lizzo,Fitness,2018-03-30,156284,https://open.spotify.com/track/0FhBANnxcQBgD3tQ75WFAn
My Band,D12,D-12 World,2004-01-01,298773,https://open.spotify.com/track/4XHQyvbrBsQaaBUW1VvmsL
My Chick Bad,"Ludacris, Nicki Minaj",Battle Of The Sexes (Deluxe),2010-01-01,216933,https://open.spotify.com/track/3bMNprrp2JDKZsGbiXpsJl
Living In A Haze,Milky Chance,Living In A Haze,2023-03-01,173369,https://open.spotify.com/track/3yfki4r5cgFA784trLoHnk
"yes, and?",Ariana Grande,"yes, and?",2024-01-12,214994,https://open.spotify.com/track/7gaA3wERFkFkgivjwbSvkG
Lil Boo Thang,Paul Russell,Lil Boo Thang,2023-08-18,114233,https://open.spotify.com/track/0cVyQfDyRnMJ0V3rjjdlU3
Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC
How to Be a Heartbreaker,MARINA,Electra Heart (Deluxe),2012-04-27,221493,https://open.spotify.com/track/2sEk5R8ErGIFxbZ7rX6S2S
L' Amour Toujours - Radio Version,Gigi D'Agostino,00's Dance Top 65,2013-02-15,242133,https://open.spotify.com/track/6dNZPvJteUFQZwT8tQ10wX
What is Love,Haddaway,The Album - 2nd Edition,1993-11-29,271266,https://open.spotify.com/track/0DXswAITgjQTi7anZG33af
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",Europop,1999,283747,https://open.spotify.com/track/2yAVzRiEQooPEJ9SYx11L3
Seven Nation Army,"DJ Fluke, Jaki Nelson",Seven Nation Army,2021-01-22,156309,https://open.spotify.com/track/4ntwMws17qmbQUI1NemGqd
Barbie Girl,Aqua,Greatest Hits,2009-01-01,195040,https://open.spotify.com/track/2ZCTP54O2dMSbVrdsg60to
Everytime We Touch,Cascada,Everytime We Touch,2006-04-04,196466,https://open.spotify.com/track/2iA1MTr7YGg2lSu7XISiJR
X (with KAROL G),"Jonas Brothers, KAROL G",XV,2020-05-15,185277,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),2019-04-19,173325,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,2017-09-29,203760,https://open.spotify.com/track/0yvPEnB032fojLfVluFjUv
Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",LM5 (Deluxe),2018-11-16,229720,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
Little Girl Gone,CHINCHILLA,Little Girl Gone,2023-09-01,188596,https://open.spotify.com/track/56rpEOCBATYItSa4yPksfe
Side To Side,"Ariana Grande, Nicki Minaj",Dangerous Woman,2016-05-20,226173,https://open.spotify.com/track/4HeCFqiB1rBqGqvE10rF1a
obsessed,Olivia Rodrigo,GUTS (spilled),2024-03-22,170541,https://open.spotify.com/track/6tNgRQ0K2NYZ0Rb9l9DzL8
Hollaback Girl,Gwen Stefani,Love. Angel. Music. Baby. (Deluxe Version),2004-11-12,199853,https://open.spotify.com/track/0LzrhCZFXW94Y8nwtTuRlw
Buttons,The Pussycat Dolls,PCD,2005-01-01,225560,https://open.spotify.com/track/3BxWKCI06eQ5Od8TY2JBeA
Don't Cha,"The Pussycat Dolls, Busta Rhymes",PCD,2005-01-01,272080,https://open.spotify.com/track/1gZ7i4qxXkHZb1r6eioaAP
Anaconda,Nicki Minaj,The Pinkprint,2014-12-12,260239,https://open.spotify.com/track/4M7aciOBSbGnh1bN3YbuS0
Swing,Savage,Moonshine,2005-01-01,210626,https://open.spotify.com/track/31hGVTn7MpHC9vovXIVWfm
Let's Go (feat. Twista & Lil' Jon),"Trick Daddy, Lil Jon, Twista",Thug Matrimony: Married to the Streets,2004-10-26,222200,https://open.spotify.com/track/1fLibtVj3MrNTwRZq5yUOs
Tipsy - Club Mix,J-Kwon,Hood Hop,2004,243226,https://open.spotify.com/track/0jSMveIWvnhDIvzqN74Uc7
Fire Burning,Sean Kingston,Tomorrow,2009-09-07,239986,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4
bloodline,Ariana Grande,"thank u, next",2019-02-08,216893,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
Fergalicious,"Fergie, will.i.am",The Dutchess,2006-09-13,292373,https://open.spotify.com/track/1D066zixBwqFYqBhKgdPzp
London Bridge,Fergie,The Dutchess,2006-09-13,241306,https://open.spotify.com/track/7jRoWfRlLnGYEIEn4t4kbq
When I Grow Up,The Pussycat Dolls,Doll Domination (Deluxe),2008-09-23,245680,https://open.spotify.com/track/21pySLskKIKrhDziCX5ojQ
Lose Control (feat. Ciara & Fat Man Scoop),"Missy Elliott, Ciara, Fatman Scoop",The Cookbook,2005-07-04,226863,https://open.spotify.com/track/0UaMYEvWZi0ZqiDOoHU3YI
Crazy In Love (feat. JAY-Z),"Beyoncé, JAY-Z",Dangerously In Love,2003-03-10,235933,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5
Hot In Herre,Nelly,Nellyville,2002-06-25,228240,https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY
Beez In The Trap,"Nicki Minaj, 2 Chainz",Pink Friday ... Roman Reloaded,2011-01-01,268480,https://open.spotify.com/track/0x335qdLBS6o30hYdc8h2I
Bad Girls,M.I.A.,Matangi,2013-01-01,227520,https://open.spotify.com/track/6nzXkCBOhb2mxctNihOqbb
Only Girl (In The World),Rihanna,Loud (Japan Version),2010-01-01,235493,https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i
Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",Tattoos,2013-09-10,177685,https://open.spotify.com/track/5l3CML2OnzfNs5RfVgbcLt
Rack City,Tyga,Careless World: Rise Of The Last King,2012-01-01,203200,https://open.spotify.com/track/0srwKuJPH8yBzzFUJMBQM2
Baby Boy (feat. Sean Paul),"Beyoncé, Sean Paul",Dangerously In Love,2003-03-10,244866,https://open.spotify.com/track/6dF5QhnUT1pjG0mDCbEYVf
Shots,"LMFAO, Lil Jon",Party Rock,2009-01-01,222133,https://open.spotify.com/track/1V4jC0vJ5525lEF1bFgPX2
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,2011-01-01,262173,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P
Sexy And I Know It,LMFAO,Sorry For Party Rocking (Deluxe Version),2011-01-01,199480,https://open.spotify.com/track/0obBFrPYkSoBJbvHfUIhkv
Sorry For Party Rocking,LMFAO,Sorry For Party Rocking (Deluxe Version),2011-01-01,203973,https://open.spotify.com/track/48kwdkeHEJEuMzcKklPv5b
I'm In Miami Bitch,LMFAO,Party Rock,2009-01-01,227933,https://open.spotify.com/track/1vaUxfrERQIQfJ1wBTmeRE
Get Crazy,LMFAO,Party Rock,2009-01-01,225600,https://open.spotify.com/track/1AYi8wbamIha0MYzNie76B
Lil' Hipster Girl,LMFAO,Party Rock,2009-01-01,202306,https://open.spotify.com/track/5EJHJJt2VBC9YO4zag5apt
I Am Not A Whore,LMFAO,Party Rock,2009-01-01,195693,https://open.spotify.com/track/3GeLgbCptOAJ6RqtWvaOOX
Yes,LMFAO,Party Rock,2009-01-01,183693,https://open.spotify.com/track/0Rdfu7NQubmGmYz90usRCU
No Scrubs,TLC,Fanmail,1999-02-23,214400,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs
Bring It Back,Travis Porter,From Day 1,2012-05-28,217906,https://open.spotify.com/track/6VWUOFXGwH1OgyPrfRONrn
BedRock,"Young Money, Lloyd",We Are Young Money,2009-01-01,288133,https://open.spotify.com/track/3iL2l5gUqyPS6vDwJFgJTR
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",BEYONCÉ [Platinum Edition],2014-11-24,323480,https://open.spotify.com/track/6jG2YzhxptolDzLHTGLt7S
Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,2007-01-01,221933,https://open.spotify.com/track/66TRwr5uJwPt15mfFkzhbi
TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,199693,https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i
E.T.,"Katy Perry, Kanye West",Teenage Dream: The Complete Confection,2012-01-01,229573,https://open.spotify.com/track/1CUk09iecf4kLvLuhxerdS
Womanizer,Britney Spears,Circus (Deluxe Version),2008-12-02,224400,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",Nothing but the Beat 2.0,2011-08-24,210093,https://open.spotify.com/track/63rbP24OzfaQCJjsHWZXnY
You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",Night Shades,2011-08-29,215693,https://open.spotify.com/track/16Of7eeW44kt0a1M0nitHM
Come & Get It,Selena Gomez,Stars Dance (Bonus Track Version),2013-01-01,231986,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF
Shut Up And Drive,Rihanna,Good Girl Gone Bad,2007-01-01,212280,https://open.spotify.com/track/4QdX6pmNnJ5cleufWQIr5D
